Title,Author,Link,Bookshelf
The Tales of Mother Goose,Charles Perrault,http://www.gutenberg.org/ebooks/17208,Children's
The Tale of Jemima Puddle-Duck,Beatrix Potter,http://www.gutenberg.org/ebooks/14814,Children's
The Railway Children,E. Nesbit,http://www.gutenberg.org/ebooks/1874,Children's
Five Children and It,E. Nesbit,http://www.gutenberg.org/ebooks/17314,Children's
The Story of the Treasure Seekers,E. Nesbit,http://www.gutenberg.org/ebooks/770,Children's
The Coral Island: A Tale of the Pacific Ocean,R. M. Ballantyne,http://www.gutenberg.org/ebooks/646,Children's
"Ragged Dick, Or, Street Life in New York with the Boot-Blacks",Jr. Horatio Alger,http://www.gutenberg.org/ebooks/5348,Children's
The Story of the Amulet,E. Nesbit,http://www.gutenberg.org/ebooks/837,Children's
A Little Book for Christmas,Cyrus Townsend Brady,http://www.gutenberg.org/ebooks/15343,Children's
The Magic Pudding,Norman Lindsay,http://www.gutenberg.org/ebooks/23625,Children's
The Flying Girl,L. Frank Baum,http://www.gutenberg.org/ebooks/53386,Children's
The Magic City,E. Nesbit,http://www.gutenberg.org/ebooks/20606,Children's
The Phoenix and the Carpet,E. Nesbit,http://www.gutenberg.org/ebooks/836,Children's
The Luckiest Girl in the School,Angela Brazil,http://www.gutenberg.org/ebooks/18019,Children's
The Enchanted Castle,E. Nesbit,http://www.gutenberg.org/ebooks/3536,Children's
In Freedom's Cause : A Story of Wallace and Bruce,G. A. Henty,http://www.gutenberg.org/ebooks/4792,Children's
The Coral Island,R. M. Ballantyne,http://www.gutenberg.org/ebooks/21721,Children's
"The Dragon and the Raven; Or, The Days of King Alfred",G. A. Henty,http://www.gutenberg.org/ebooks/3674,Children's
A Popular Schoolgirl,Angela Brazil,http://www.gutenberg.org/ebooks/18505,Children's
The Texan Scouts: A Story of the Alamo and Goliad,Joseph A. Altsheler,http://www.gutenberg.org/ebooks/15767,Children's
The Pirate City: An Algerine Tale,R. M. Ballantyne,http://www.gutenberg.org/ebooks/21692,Children's
Do and Dare — a Brave Boy's Fight for Fortune,Jr. Horatio Alger,http://www.gutenberg.org/ebooks/5747,Children's
For the Temple: A Tale of the Fall of Jerusalem,G. A. Henty,http://www.gutenberg.org/ebooks/21614,Children's
The Wouldbegoods: Being the Further Adventures of the Treasure Seekers,E. Nesbit,http://www.gutenberg.org/ebooks/794,Children's
The Gorilla Hunters,R. M. Ballantyne,http://www.gutenberg.org/ebooks/21736,Children's
Ragged Dick,Jr. Horatio Alger,http://www.gutenberg.org/ebooks/20689,Children's
The Youngest Girl in the Fifth: A School Story,Angela Brazil,http://www.gutenberg.org/ebooks/21687,Children's
"Personal Memoirs of U. S. Grant, Complete",Ulysses S. Grant,http://www.gutenberg.org/ebooks/4367,Children's
The Underground Railroad,William Still,http://www.gutenberg.org/ebooks/15263,Children's
The Story of Mankind,Hendrik Willem Van Loon,http://www.gutenberg.org/ebooks/754,Children's
"The Journals of Lewis and Clark, 1804-1806",William Clark and Meriwether Lewis,http://www.gutenberg.org/ebooks/8419,Children's
Woman in the Nineteenth Century,Margaret Fuller,http://www.gutenberg.org/ebooks/8642,Children's
This Country of Ours,H. E. Marshall,http://www.gutenberg.org/ebooks/3761,Children's
History of the United States,Charles A. Beard and Mary Ritter Beard,http://www.gutenberg.org/ebooks/16960,Children's
A Child's History of England,Charles Dickens,http://www.gutenberg.org/ebooks/699,Children's
The Story of the Greeks,H. A. Guerber,http://www.gutenberg.org/ebooks/23495,Children's
The Oregon Trail: Sketches of Prairie and Rocky-Mountain Life,Francis Parkman,http://www.gutenberg.org/ebooks/1015,Children's
Ancient Egypt,Arthur Gilman and George Rawlinson,http://www.gutenberg.org/ebooks/15663,Children's
The Anti-Slavery Alphabet,Anonymous,http://www.gutenberg.org/ebooks/16081,Children's
The Story of Geographical Discovery: How the World Became Known,Joseph Jacobs,http://www.gutenberg.org/ebooks/14291,Children's
History of the Philippine Islands,Antonio de Morga,http://www.gutenberg.org/ebooks/7001,Children's
History of the Plague in London,Daniel Defoe,http://www.gutenberg.org/ebooks/17221,Children's
Captains of the Civil War: A Chronicle of the Blue and the Gray,William Wood,http://www.gutenberg.org/ebooks/2649,Children's
The Beginner's American History,D. H. Montgomery,http://www.gutenberg.org/ebooks/18127,Children's
Freedom's Battle,Mahatma Gandhi,http://www.gutenberg.org/ebooks/10366,Children's
Sinking of the Titanic and Great Sea Disasters,Logan Marshall,http://www.gutenberg.org/ebooks/781,Children's
True Stories of History and Biography,Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/15697,Children's
The Balkans: A History of Bulgaria—Serbia—Greece—Rumania—Turkey,Nevill Forbes et al.,http://www.gutenberg.org/ebooks/11716,Children's
Manual of Egyptian Archaeology and Guide to the Study of Antiquities in Egypt,,http://www.gutenberg.org/ebooks/14400,Children's
Early European History,Hutton Webster,http://www.gutenberg.org/ebooks/7960,Children's
Great Britain and the American Civil War,Ephraim Douglass Adams,http://www.gutenberg.org/ebooks/13789,Children's
Stories of Great Americans for Little Americans,Edward Eggleston,http://www.gutenberg.org/ebooks/10070,Children's
Dave Darrin's First Year at Annapolis,H. Irving Hancock,http://www.gutenberg.org/ebooks/12774,Children's
Five Little Peppers and How They Grew,Margaret Sidney,http://www.gutenberg.org/ebooks/2770,Children's
Uncle Wiggily's Adventures,Howard Roger Garis,http://www.gutenberg.org/ebooks/15281,Children's
Old Mother West Wind,Thornton W. Burgess,http://www.gutenberg.org/ebooks/2557,Children's
The Adventures of Reddy Fox,Thornton W. Burgess,http://www.gutenberg.org/ebooks/1825,Children's
The Adventures of Buster Bear,Thornton W. Burgess,http://www.gutenberg.org/ebooks/22816,Children's
Elsie Dinsmore,Martha Finley,http://www.gutenberg.org/ebooks/6440,Children's
The Adventures of Danny Meadow Mouse,Thornton W. Burgess,http://www.gutenberg.org/ebooks/25529,Children's
"Tom Swift and His Motor-Cycle; Or, Fun and Adventures on the Road",Appleton,http://www.gutenberg.org/ebooks/4230,Children's
The Bobbsey Twins,Laura Lee Hope,http://www.gutenberg.org/ebooks/17412,Children's
The Adventures of Old Mr. Toad,Thornton W. Burgess,http://www.gutenberg.org/ebooks/12630,Children's
The Tale of Miss Kitty Cat,Arthur Scott Bailey,http://www.gutenberg.org/ebooks/21078,Children's
Elsie's Girlhood,Martha Finley,http://www.gutenberg.org/ebooks/9963,Children's
Tom Swift and His Airship,Victor Appleton,http://www.gutenberg.org/ebooks/3005,Children's
The Adventures of Grandfather Frog,Thornton W. Burgess,http://www.gutenberg.org/ebooks/14375,Children's
The Tale of Solomon Owl,Arthur Scott Bailey,http://www.gutenberg.org/ebooks/16663,Children's
"Tom Swift and His Electric Rifle; Or, Daring Adventures in Elephant Land",,http://www.gutenberg.org/ebooks/3777,Children's
"Tom Swift in the Land of Wonders; Or, The Underground Search for the Idol of",,http://www.gutenberg.org/ebooks/499,Children's
Elsie's Womanhood,Martha Finley,http://www.gutenberg.org/ebooks/14874,Children's
The Moving Picture Girls in War Plays,Laura Lee Hope,http://www.gutenberg.org/ebooks/20348,Children's
"Tom Swift and His Motor-Boat; Or, The Rivals of Lake Carlopa",Victor Appleton,http://www.gutenberg.org/ebooks/2273,Children's
"Mother West Wind ""How"" Stories",Thornton W. Burgess,http://www.gutenberg.org/ebooks/21286,Children's
The Tale of Betsy Butterfly,Arthur Scott Bailey,http://www.gutenberg.org/ebooks/21322,Children's
Christmas Holidays at Merryvale,Alice Hale Burnett,http://www.gutenberg.org/ebooks/23569,Children's
Tom Swift and His Photo Telephone or the Picture That Saved a Fortune,Appleton,http://www.gutenberg.org/ebooks/4532,Children's
Andersen's Fairy Tales,H. C. Andersen,http://www.gutenberg.org/ebooks/1597,Children's
Favorite Fairy Tales,Logan Marshall,http://www.gutenberg.org/ebooks/20748,Children's
Japanese Fairy Tales,Yei Theodora Ozaki,http://www.gutenberg.org/ebooks/4018,Children's
Irish Fairy Tales,James Stephens,http://www.gutenberg.org/ebooks/2892,Children's
English Fairy Tales,Joseph Jacobs,http://www.gutenberg.org/ebooks/7439,Children's
The Children of Odin: The Book of Northern Myths,Padraic Colum,http://www.gutenberg.org/ebooks/24737,Children's
A Book of Myths,Jean Lang,http://www.gutenberg.org/ebooks/22693,Children's
Russian Fairy Tales: A Choice Collection of Muscovite Folk-lore,Ralston,http://www.gutenberg.org/ebooks/22373,Children's
Viking Tales,Jennie Hall,http://www.gutenberg.org/ebooks/24811,Children's
American Fairy Tales,L. Frank Baum,http://www.gutenberg.org/ebooks/4357,Children's
Indian Fairy Tales,Joseph Jacobs and John Dickson Batten,http://www.gutenberg.org/ebooks/7128,Children's
"A Primary Reader: Old-time Stories, Fairy Tales and Myths Retold",Children,http://www.gutenberg.org/ebooks/7841,Children's
Fairy Tales Every Child Should Know,Hamilton Wright Mabie,http://www.gutenberg.org/ebooks/14916,Children's
"The Heroes; Or, Greek Fairy Tales for My Children",Charles Kingsley,http://www.gutenberg.org/ebooks/677,Children's
Stories the Iroquois Tell Their Children,Mabel Powers,http://www.gutenberg.org/ebooks/22096,Children's
English Fairy Tales,Flora Annie Webster Steel,http://www.gutenberg.org/ebooks/17034,Children's
Celtic Fairy Tales,Joseph Jacobs,http://www.gutenberg.org/ebooks/7885,Children's
The Book of Nature Myths,Florence Holbrook,http://www.gutenberg.org/ebooks/22420,Children's
Folk Tales Every Child Should Know,Hamilton Wright Mabie,http://www.gutenberg.org/ebooks/15164,Children's
More English Fairy Tales,Joseph Jacobs and John Dickson Batten,http://www.gutenberg.org/ebooks/14241,Children's
My Book of Favourite Fairy Tales,Edric Vredenburg,http://www.gutenberg.org/ebooks/15145,Children's
More Russian Picture Tales,Valerian Viliamovich Karrik,http://www.gutenberg.org/ebooks/23462,Children's
A Chinese Wonder Book,Norman Hinsdale Pitman,http://www.gutenberg.org/ebooks/18674,Children's
Myths That Every Child Should Know,Hamilton Wright Mabie and Blanche Ostertag,http://www.gutenberg.org/ebooks/16537,Children's
King Arthur's Knights,Henry Gilbert,http://www.gutenberg.org/ebooks/22396,Children's
A Little Princess,Frances Hodgson Burnett,http://www.gutenberg.org/ebooks/146,School
"The Politeness of Princes, and Other School Stories",P. G. Wodehouse,http://www.gutenberg.org/ebooks/8178,School
Daddy-Long-Legs,Jean Webster,http://www.gutenberg.org/ebooks/157,School
Little Men: Life at Plumfield With Jo's Boys,Louisa May Alcott,http://www.gutenberg.org/ebooks/2788,School
Tom Brown's School Days,Thomas Hughes,http://www.gutenberg.org/ebooks/1480,School
Jo's Boys,Louisa May Alcott,http://www.gutenberg.org/ebooks/3499,School
Mike,P. G. Wodehouse,http://www.gutenberg.org/ebooks/7423,School
The Luckiest Girl in the School,Angela Brazil,http://www.gutenberg.org/ebooks/18019,School
Mike and Psmith,P. G. Wodehouse,http://www.gutenberg.org/ebooks/10586,School
The Gold Bat,P. G. Wodehouse,http://www.gutenberg.org/ebooks/6879,School
A Little Princess,Frances Hodgson Burnett,http://www.gutenberg.org/ebooks/19514,School
"Sara Crewe; Or, What Happened at Miss Minchin's Boarding School",Burnett,http://www.gutenberg.org/ebooks/137,School
A Popular Schoolgirl,Angela Brazil,http://www.gutenberg.org/ebooks/18505,School
What Katy Did at School,Susan Coolidge,http://www.gutenberg.org/ebooks/5141,School
Tales of St. Austin's,P. G. Wodehouse,http://www.gutenberg.org/ebooks/6980,School
The White Feather,P. G. Wodehouse,http://www.gutenberg.org/ebooks/6927,School
A Prefect's Uncle,P. G. Wodehouse,http://www.gutenberg.org/ebooks/6985,School
The Pothunters,P. G. Wodehouse,http://www.gutenberg.org/ebooks/6984,School
The Youngest Girl in the Fifth: A School Story,Angela Brazil,http://www.gutenberg.org/ebooks/21687,School
The Head of Kay's,P. G. Wodehouse,http://www.gutenberg.org/ebooks/6877,School
The Princess of the School,Angela Brazil,http://www.gutenberg.org/ebooks/21656,School
The New Girl at St. Chad's: A Story of School Life,Angela Brazil,http://www.gutenberg.org/ebooks/24025,School
Grace Harlowe's Junior Year at High School,Josephine Chase,http://www.gutenberg.org/ebooks/17811,School
"The Rover Boys at School; Or, The Cadets of Putnam Hall",Edward Stratemeyer,http://www.gutenberg.org/ebooks/5780,School
The Rebel of the School,L. T. Meade,http://www.gutenberg.org/ebooks/15839,School
The Literary World Seventh Reader,"Browne, Metcalf, and Withers",http://www.gutenberg.org/ebooks/19721,Children's
"McGuffey's First Eclectic Reader, Revised Edition",William Holmes McGuffey,http://www.gutenberg.org/ebooks/14640,Children's
A First Spanish Reader,Alfred Remy and Erwin W. Roessler,http://www.gutenberg.org/ebooks/15353,Children's
An Elementary Spanish Reader,Earl Stanley Harrison,http://www.gutenberg.org/ebooks/22065,Children's
"The Boy Mechanic, Volume 1: 700 Things for Boys to Do",H. H. Windsor,http://www.gutenberg.org/ebooks/12655,Children's
Wild Animals I Have Known,Ernest Thompson Seton,http://www.gutenberg.org/ebooks/3031,Children's
The Burgess Animal Book for Children,Thornton W. Burgess,http://www.gutenberg.org/ebooks/2441,Children's
"A Primary Reader: Old-time Stories, Fairy Tales and Myths Retold",Children,http://www.gutenberg.org/ebooks/7841,Children's
McGuffey's Second Eclectic Reader,William Holmes McGuffey,http://www.gutenberg.org/ebooks/14668,Children's
McGuffey's Third Eclectic Reader,William Holmes McGuffey,http://www.gutenberg.org/ebooks/14766,Children's
McGuffey's Fifth Eclectic Reader,William Holmes McGuffey,http://www.gutenberg.org/ebooks/15040,Children's
The Story of Young Abraham Lincoln,Wayne Whipple,http://www.gutenberg.org/ebooks/22925,Children's
McGuffey's Fourth Eclectic Reader,William Holmes McGuffey,http://www.gutenberg.org/ebooks/14880,Children's
The Book of Nature Myths,Florence Holbrook,http://www.gutenberg.org/ebooks/22420,Children's
McGuffey's Sixth Eclectic Reader,William Holmes McGuffey,http://www.gutenberg.org/ebooks/16751,Children's
The History of Insects,Unknown,http://www.gutenberg.org/ebooks/10834,Children's
On the Trail: An Outdoor Book for Girls,Adelia B. Beard and Lina Beard,http://www.gutenberg.org/ebooks/18525,Children's
Poems Teachers Ask For,Various,http://www.gutenberg.org/ebooks/18909,Children's
Ritchie's Fabulae Faciles: A First Latin Reader,Francis Ritchie,http://www.gutenberg.org/ebooks/8997,Children's
Harry's Ladder to Learning,Anonymous,http://www.gutenberg.org/ebooks/24644,Children's
First Italian Readings,Various,http://www.gutenberg.org/ebooks/24072,Children's
Electricity for Boys,James Slough Zerbe,http://www.gutenberg.org/ebooks/22766,Children's
The Beacon Second Reader,James H. Fassett,http://www.gutenberg.org/ebooks/15659,Children's
How to Write Clearly: Rules and Exercises on English Composition,Abbott,http://www.gutenberg.org/ebooks/22600,Children's
A Book of Natural History,David Starr Jordan,http://www.gutenberg.org/ebooks/18274,Children's
Nonsense Books,Edward Lear,http://www.gutenberg.org/ebooks/13650,Children's
The Book of Nonsense,Edward Lear,http://www.gutenberg.org/ebooks/982,Children's
A Book of Nonsense,Edward Lear,http://www.gutenberg.org/ebooks/13646,Children's
A Child's Garden of Verses,Robert Louis Stevenson,http://www.gutenberg.org/ebooks/19722,Children's
Nonsense Songs,Edward Lear,http://www.gutenberg.org/ebooks/13647,Children's
A Floral Fantasy in an Old English Garden,Walter Crane,http://www.gutenberg.org/ebooks/24485,Children's
Dramatized Rhythm Plays,John N. Richards,http://www.gutenberg.org/ebooks/22035,Children's
The Peter Patter Book of Nursery Rhymes,Leroy F. Jackson,http://www.gutenberg.org/ebooks/22014,Children's
Fables in Rhyme for Little Folks,Jean de La Fontaine,http://www.gutenberg.org/ebooks/24108,Children's
Nonsense Drolleries,Edward Lear,http://www.gutenberg.org/ebooks/20113,Children's
"Aesop, in Rhyme: Old Friends in a New Dress",Aesop and Marmaduke Park,http://www.gutenberg.org/ebooks/21189,Children's
Songs of Childhood,Walter De la Mare,http://www.gutenberg.org/ebooks/23545,Children's
Animal Children: The Friends of the Forest and the Plain,Edith Brown Kirkwood,http://www.gutenberg.org/ebooks/17782,Children's
More Nonsense,Edward Lear,http://www.gutenberg.org/ebooks/13648,Children's
The Jingle Book,Carolyn Wells,http://www.gutenberg.org/ebooks/24560,Children's
"Queen Summer; Or, The Tourney of the Lily and the Rose",Walter Crane,http://www.gutenberg.org/ebooks/24449,Children's
A Nonsense Anthology,Carolyn Wells,http://www.gutenberg.org/ebooks/9380,Children's
The Infant's Delight: Poetry,Anonymous,http://www.gutenberg.org/ebooks/10912,Children's
Child Songs of Cheer,Evaleen Stein,http://www.gutenberg.org/ebooks/19389,Children's
The Owl and the Pussycat,Edward Lear,http://www.gutenberg.org/ebooks/23897,Children's
Beethoven : The story of a little boy who was forced to practice,Thomas Tapper,http://www.gutenberg.org/ebooks/34737,Child's
Johann Sebastian Bach : The story of the boy who sang in the streets,Tapper,http://www.gutenberg.org/ebooks/34568,Child's
Wagner : The Story of the Boy Who Wrote Little Plays,Thomas Tapper,http://www.gutenberg.org/ebooks/35128,Child's
Mozart : The story of a little boy and his sister who gave concerts,Tapper,http://www.gutenberg.org/ebooks/34582,Child's
Handel : The Story of a Little Boy who Practiced in an Attic,Thomas Tapper,http://www.gutenberg.org/ebooks/35157,Child's
Chopin : The Story of the Boy Who Made Beautiful Melodies,Thomas Tapper,http://www.gutenberg.org/ebooks/35013,Child's
Franz Joseph Haydn : The Story of the Choir Boy who became a Great Composer,,http://www.gutenberg.org/ebooks/34550,Child's
Robt. Schumann : The Story of the Boy Who Made Pictures in Music,Thomas Tapper,http://www.gutenberg.org/ebooks/35596,Child's
Franz Schubert : The Story of the Boy Who Wrote Beautiful Songs,Thomas Tapper,http://www.gutenberg.org/ebooks/35070,Child's
Franz Liszt : The Story of a Boy Who Became a Great Pianist and Teacher,Tapper,http://www.gutenberg.org/ebooks/35601,Child's
